endpoint,method
https://mobilecmd.apple.com/mpo/passbook/v1/devices/8bc12c11ca0e3a574c62fd29bb8dec14/registrations/pass.com.apple.store.apu/57313430363035363939327c7473696464696b694069636c6f75642e636f6d,POST
https://mobilecmd.apple.com/mpo/passbook/v1/log,POST
https://o364130.ingest.sentry.io/api/5176378/envelope/,POST
https://api.iterable.com/api/inApp/getMessages,GET
https://api.iterable.com/api/mobile/getRemoteConfiguration,GET
https://api.iterable.com/api/users/registerDeviceToken,POST
https://clients3.google.com/generate_204,HEAD
https://api.mixpanel.com/track/,POST
https://cdn.hingehealth.io/localized-text/ma-questions/v1/en-US.json,GET
https://cdn.hingehealth.io/localized-text/movement-evaluation/v1/en-US.json,GET
https://cdn.hingehealth.io/localized-text/additional-et/v1/en-US.json,GET
https://cdn.hingehealth.io/localized-text/achievements/v1/en-US.json,GET
https://cdn.hingehealth.io/localized-text/education/v1/en-US.json,GET
https://cdn.hingehealth.io/localized-text/cv-exercises/v1/en-US.json,GET
https://cdn.hingehealth.io/localized-text/treatment-summary/v1/en-US.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/static.en-US.json,GET
https://phoenix-bff.hingehealth.io/graphql,POST
https://cdn.hingehealth.io/localized-text/et-session/v1/en-US.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/common.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/balance.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/perisurgical.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/cv.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/enso.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/notificationsReprompt.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/playlist.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/educationLibrary.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/myCare.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/progressTab.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/firstWeekGoal.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/challenge.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/inAppKitOrdering.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/practiceLab.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/explorableLibrary.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/pelvicTrainer.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/goalProgressEtSummary.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/inAppMessaging.json,GET
https://api.mixpanel.com/engage/,POST
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/ftu.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/focusAreas.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/learnMore.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/account.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/videoStep.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/scheduling.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/videoCall.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/exerciseFeedback.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/etSummary.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/home.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/appUpdates.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/bodyAreas.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/weeklyGoal.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/weeklyGoalStreaks.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/ensoIncentiveChallenge.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/ptForward.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/podcast.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/etOverview.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/libraryV2.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/incentives.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/login.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/otpVerification.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/conditionEditing.json,GET
https://cdn.hingehealth.io/localized-text/phoenix/v2/en-US/appleHealth.json,GET
https://phoenix-bff.hingehealth.io/health/features,GET
https://phoenix-bff.hingehealth.io/basilisk/v1/graphql,POST
https://images.ctfassets.net/1sa3dimwvx6n/2kTSRzlwFRJaGGJsB18LTx/cb1fae7a677aad7fdf0c2f6dc93302a0/turn_on_sensors_carole.webp,GET
https://images.ctfassets.net/1sa3dimwvx6n/6IuqXvvmOx4USN255dJeKN/f339ead2e5becd351a129f78ddf66dee/standing-back-extension-uju-preview.webp,GET
https://incoming.telemetry.mozilla.org/submit/telemetry/460e3c79-751d-4737-9f1d-ee63a223895c/main/Firefox/130.0.1/release/20240913135723,POST
https://edge-044.sgsin8.icloud-content.com/hJPX-coBkiUR9pMCKGHG,GET
https://edge-044.sgsin8.icloud-content.com/-jfFdTMBkiUR9uQCoXy-,GET
https://incoming.telemetry.mozilla.org/submit/telemetry/163d026c-c531-42fa-aa69-c3c29cc74670/event/Firefox/130.0.1/release/20240913135723,POST
https://firefox.settings.services.mozilla.com/v1/buckets/blocklists/collections/addons-bloomfilters/changeset,GET
https://incoming.telemetry.mozilla.org/submit/telemetry/4a8d8666-13d0-486b-8d0b-211b06fa2010/main/Firefox/130.0/release/20240829075237,POST
https://incoming.telemetry.mozilla.org/submit/telemetry/9d19fb96-1403-4b23-9661-525f5739c72c/main/Firefox/130.0.1/release/20240913135723,POST
https://p69-fmfmobile.icloud.com/fmipservice/friends/fmfd/8354653129/7e3c156f9c2dc6ebe40283475ff7e9f5341c48f8/apsStatusReconnected/refreshClient,POST
https://pancake.apple.com/bags/maple/355f5e74848522db142812706d3559c35daf9f66536507b4f5bf7ad3e1f68575/wings,GET
https://incoming.telemetry.mozilla.org/submit/telemetry/f738dbef-dd99-41de-8633-dc907755d6f8/main/Firefox/130.0/release/20240829075237,POST
https://incoming.telemetry.mozilla.org/submit/telemetry/548a4812-d3c8-47cf-89d3-143c98adc17c/event/Firefox/130.0/release/20240829075237,POST
https://incoming.telemetry.mozilla.org/submit/telemetry/cd8bbace-bdba-4b60-858d-ea2559e59c4c/main/Firefox/130.0.1/release/20240913135723,POST
https://incoming.telemetry.mozilla.org/submit/telemetry/cd431cfd-2d71-4e3d-ba94-114ff384b794/event/Firefox/130.0.1/release/20240913135723,POST
https://login.structuredweb.com/sw/atworkweblogin.html,GET
https://login.structuredweb.com/sw/site/login/login.asp,GET
https://incoming.telemetry.mozilla.org/submit/telemetry/3fea1af7-531c-4440-b310-513c027435a7/event/Firefox/130.0/release/20240829075237,POST
https://ec.walkme.com/event/postEvent,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/metrics/1/c411d333-f1ef-412d-8efb-b7a4f1221b21,POST
https://analytex.userpilot.io/v1/events/websocket,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/96819bcf-67d6-4eab-8016-5bdbbbc0f09b,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/25ff60f1-1f3b-4ef3-b485-23108fae17d9,POST
https://internet-up.ably-realtime.com/is-the-internet-up.txt,GET
https://front-us-e-fallback.ably-realtime.com/,GET
https://front-us-a-fallback.ably-realtime.com/,GET
https://us-west-1-chat-server.frontapp.com/ably/auth,OPTIONS
https://us-west-1-chat-server.frontapp.com/ably/auth,POST
https://us-west-1-chat-server.frontapp.com/initialize,OPTIONS
https://us-west-1-chat-server.frontapp.com/initialize,POST
https://us-west-1-chat-server.frontapp.com/conversations/20bda09d-b13a-456c-8475-d6fec55a526b,OPTIONS
https://us-west-1-chat-server.frontapp.com/conversations/20bda09d-b13a-456c-8475-d6fec55a526b,GET
https://front-us-c-fallback.ably-realtime.com/,GET
https://front-us-d-fallback.ably-realtime.com/,GET
https://ws-up.ably-realtime.com/,GET
https://front-us-realtime.ably.io/,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/02fb9ead-6c2a-4e2e-b0f4-049d9feae4c4,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/61dd4d49-898f-43ab-b7a1-f6b6eadd413f,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/eb5542e8-4706-451d-9c3e-68c653a05d34,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/16253a2d-bebf-42e7-a24c-58913dab56cd,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/77e64118-2c82-46d1-bb1b-046598745869,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/ec9b7e95-dd86-409c-a9d6-6b44efb3abf2,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/436aab92-4603-4da5-89d9-08cdf7f0f5c5,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/e1a60a9f-ebb3-4e98-98f7-a794b6a31ac8,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/41272027-9ab3-4617-a968-12bd74841649,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/3cc55e0f-8644-4cf9-bc3a-a3f132119ffc,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/7c54897a-9f7f-4246-abee-1f412b56d443,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/1a98c1ee-73cf-4d44-a350-851a4ef3b5de,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/578ec6ac-dede-4149-a508-c605411a5fe2,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/8c19121b-df99-41d8-b9e5-58d55a6defef,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/42597012-c338-4390-bf29-13f865b258a4,POST
https://front-us-b-fallback.ably-realtime.com/,GET
https://fonts.googleapis.com/css2,GET
https://apis.google.com/_/scs/abc-static/_/js/k=gapi.lb.en.2ttuSS2XBQ8.O/m=auth2/rt=j/sv=1/d=1/ed=1/am=AACA/rs=AHpOoo-TYe36ShA0ds8KrukIhF82BwaKlg/cb=gapi.loaded_0,GET
https://api-js.mixpanel.com/track/,POST
https://accounts.google.com/o/oauth2/iframe,GET
https://www.gstatic.com/_/mss/boq-identity/_/js/k=boq-identity.IdpIFrameHttp.en_US.osCK3GF64t8.es5.O/am=QDA/d=1/rs=AOaEmlFxgYv3zfDqGSCG7jxyaVAgpFwnKg/m=base,GET
https://accounts.google.com/o/oauth2/iframerpc,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/bc35ee94-305b-49c3-b856-4901e51d3353,POST
https://accounts.google.com/o/oauth2/auth,GET
https://accounts.google.com/signin/oauth/error,GET
"https://ssl.gstatic.com/accounts/static/_/js/k=gaia.gaiafe_materialnext.en.qbriQPflZYA.O/am=AIKBAPgtmIPGQwR_CKkEwiEAAAAAAAAAAENCAADIJDBUoA/d=0/excm=mn_initial_css/ed=1/rs=ABkqax2nYXYid1bQhwiXrk1WPWHTgWw2zA/m=kmSu5b,nSePib,wg0Xlc,ltDFwf,FY2WYe,Rkm0ef,sy71,aC1iue,C4utjd,UXZGLb,BHEQ4d,syfv,xM4Qff,sy74,sy76,sy72,i5H9N,i5dxUd,sy75,sy77,sy78,sy79,PHUIyb,qNG0Fc,sy7a,f8Gu1e,ywOR5c,sy7d,wHhlDf,wg1P6b,KeQPff,Ts8zpc,yJC6Qb,sy73,m9oV,Tpj7Pb,RAnnUd,gNYsTc,bTi8wc,LvbXtf,yRXbo,JRqRD",GET
"https://ssl.gstatic.com/accounts/static/_/js/k=gaia.gaiafe_materialnext.en.qbriQPflZYA.O/am=AIKBAPgtmIPGQwR_CKkEwiEAAAAAAAAAAENCAADIJDBUoA/d=0/excm=mn_initial_css/ed=1/rs=ABkqax2nYXYid1bQhwiXrk1WPWHTgWw2zA/m=sy6x,sy6w,ijDOT,wRkuv,zSBR2e,MpJwZc,n73qwf,wGM7Jc,NTMZac,kRGwK,FHru6e,Tbb4sb",GET
"https://ssl.gstatic.com/accounts/static/_/js/k=gaia.gaiafe_materialnext.en.qbriQPflZYA.O/am=AIKBAPgtmIPGQwR_CKkEwiEAAAAAAAAAAENCAADIJDBUoA/d=0/excm=mn_initial_css/ed=1/rs=ABkqax2nYXYid1bQhwiXrk1WPWHTgWw2zA/m=otPmVb,rlNAl",GET
"https://ssl.gstatic.com/accounts/static/_/js/k=gaia.gaiafe_materialnext.en.qbriQPflZYA.O/am=AIKBAPgtmIPGQwR_CKkEwiEAAAAAAAAAAENCAADIJDBUoA/d=0/excm=mn_initial_css/ed=1/rs=ABkqax2nYXYid1bQhwiXrk1WPWHTgWw2zA/m=sy8g,syft,oautherrorpage",GET
https://play.google.com/log,POST
https://ctp.hingehealth.io/main.5251b0eae7734006101a.bundle.js,GET
https://accounts.google.com/gsi/client,GET
https://sdk.split.io/api/mySegments/userid,OPTIONS
https://sdk.split.io/api/mySegments/userUuid,OPTIONS
https://sdk.split.io/api/mySegments/userUuid,GET
https://sdk.split.io/api/mySegments/userid,GET
https://events.split.io/api/testImpressions/count/beacon,POST
https://o364130.ingest.sentry.io/api/6395022/envelope/,POST
https://ctp.hingehealth.io/member.81d929e65b5af202a36d.bundle.js,GET
https://ctp.hingehealth.io/715.9b48331eb59edecbef54.bundle.js,GET
https://chat.stream-io-api.com/connect,GET
https://chat.stream-io-api.com/channels,OPTIONS
https://chat.stream-io-api.com/channels,POST
https://ctp.hingehealth.io/portal.ce4964d68311daea7e05.bundle.js,GET
https://coach.hingehealth.io/teams,GET
https://sdk.split.io/api/mySegments/auto-hc-mm9e3wze%40hingehealth.com,OPTIONS
https://sdk.split.io/api/mySegments/auto-hc-mm9e3wze%40hingehealth.com,GET
https://incoming.telemetry.mozilla.org/submit/telemetry/cd1eb5f9-bd14-4054-9b94-72bad899039a/event/Firefox/130.0.1/release/20240913135723,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/4b8d8e23-4798-410d-8998-d09098589cb9,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/metrics/1/45199381-103f-419f-a942-be13425e8518,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/metrics/1/d42af7d7-391e-478e-a6f7-807f175c882c,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/27afd34b-ec41-4021-b58c-11a0f700b4e3,POST
https://tracking-protection.cdn.mozilla.net/base-email-track-digest256/130.0/1724187215,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/95d10e60-3584-45f5-bd7c-d5188bd3c07c,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/29319403-07d6-4206-a5e6-586696a94304,POST
https://tracking-protection.cdn.mozilla.net/social-tracking-protection-linkedin-digest256/130.0/1724187215,GET
https://tracking-protection.cdn.mozilla.net/content-track-digest256/130.0/1724187215,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/ed978959-7b31-46fb-b969-c409bcf5d2a7,POST
https://tracking-protection.cdn.mozilla.net/ads-track-digest256/130.0/1724187215,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/3781f636-0574-43af-9d4c-283855b81d83,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/74898e07-1aff-41f2-a637-f189f8998d51,POST
https://tracking-protection.cdn.mozilla.net/social-tracking-protection-facebook-digest256/130.0/1724187215,GET
https://tracking-protection.cdn.mozilla.net/analytics-track-digest256/130.0/1724187215,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/e498dc36-1981-4153-8706-a27f387a12e1,POST
https://tracking-protection.cdn.mozilla.net/social-track-digest256/130.0/1724187215,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/595f46dc-b3cc-4c7f-bfab-0f401f927923,POST
https://tracking-protection.cdn.mozilla.net/base-cryptomining-track-digest256/130.0/1724187215,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/e64ac7a7-73b8-49ae-aa8b-c0b4cc611f02,POST
https://tracking-protection.cdn.mozilla.net/mozstd-trackwhite-digest256/130.0/1724187215,GET
https://tracking-protection.cdn.mozilla.net/content-email-track-digest256/130.0/1724187215,GET
https://tracking-protection.cdn.mozilla.net/base-fingerprinting-track-digest256/130.0/1724187215,GET
https://tracking-protection.cdn.mozilla.net/social-tracking-protection-twitter-digest256/130.0/1724187215,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/a86c9e21-e033-4957-907b-54647027261f,POST
https://stats.g.doubleclick.net/g/collect,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/0798b46e-5504-428e-8e4a-8bb38e7ef702,POST
https://ctp.hingehealth.io/main.f72c85a413ee1337de25.bundle.js,GET
https://chat.stream-io-api.com/members,OPTIONS
https://chat.stream-io-api.com/members,GET
https://chat.stream-io-api.com/channels/messaging/d3a394a04ff04bf0acaf5ab4de5997b0/read,OPTIONS
https://chat.stream-io-api.com/channels/messaging/d3a394a04ff04bf0acaf5ab4de5997b0/read,POST
https://chat.stream-io-api.com/app,OPTIONS
https://chat.stream-io-api.com/app,GET
https://chat.stream-io-api.com/channels/messaging/d3a394a04ff04bf0acaf5ab4de5997b0/file,OPTIONS
https://chat.stream-io-api.com/channels/messaging/d3a394a04ff04bf0acaf5ab4de5997b0/file,POST
https://content-signature-2.cdn.mozilla.net/chains/remote-settings.content-signature.mozilla.org-2024-09-18-13-54-34.chain,GET
https://chat.stream-io-api.com/messages/8c99a5da-6c50-4121-b9c8-e5e85570fc64,OPTIONS
https://chat.stream-io-api.com/messages/8c99a5da-6c50-4121-b9c8-e5e85570fc64,POST
https://ctp.hingehealth.io/member/50166212/profile/,GET
https://pancake.apple.com/bags/maple/355f5e74848522db142812706d3559c35daf9f66536507b4f5bf7ad3e1f68575/nimbus,GET
https://incoming.telemetry.mozilla.org/submit/telemetry/c205d93d-e0c6-4d19-bc8c-4134babf01e2/update/Firefox/130.0.1/release/20240913135723,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/events/1/431c4b04-315f-48ad-870c-4e4c4271291a,POST
https://firefox.settings.services.mozilla.com/v1/,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/metrics/1/b762940a-4f10-45d9-9bd9-83a921bc8759,POST
https://aus5.mozilla.org/update/6/Firefox/130.0.1/20240913135723/Darwin_aarch64-gcc3/en-US/release/Darwin%252023.5.0/ISET%3ANEON%2CMEM%3A8192/default/default/update.xml,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/use-counters/1/19e88cea-daa6-46d0-a979-806f28a9e363,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/pageload/1/e9b4665f-3774-43d0-ab00-4ffd08faba8c,POST
https://firefox.settings.services.mozilla.com/v1/buckets/main/collections/hijack-blocklists,GET
https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/newtab-wallpapers-v2/e1108381-5c19-4cb4-a630-69f9e45503fb.avif,GET
https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/newtab-wallpapers-v2/e94b1e49-c518-40d6-98e3-dffab6cc370d.avif,GET
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/0b06b8cb-a7ed-4b6a-82a8-29f8e41fb88f,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/6d766989-3da0-4bd7-bf91-aa16cbdfbf53,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/03063d21-e60f-4195-97f9-e01aeb1c83b2,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/fe5fda01-cf1c-4f1b-b8f7-15f59751c5bc,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/11d25c52-8159-4a6c-9810-f1326f3c9225,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/f52379bc-56da-4ca1-8251-2cb84e47921f,POST
https://push.services.mozilla.com/,GET
https://chat.stream-io-api.com/messages/8c99a5da-6c50-4121-b9c8-e5e85570fc64,DELETE
https://incoming.telemetry.mozilla.org/submit/telemetry/a92c4fb4-c7c7-4da6-a292-d36784e03f0a/main/Firefox/130.0.1/release/20240913135723,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/0106f2a2-6b97-4143-a387-e644280fe654,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/44a091f1-6999-4f9d-abfc-a3f538d467ac,POST
https://events.split.io/api/testImpressions/count,OPTIONS
https://events.split.io/api/testImpressions/count,POST
https://ctp.hingehealth.io/portal,GET
https://op3static.oktacdn.com/assets/js/sdk/okta-signin-widget/7.23.1/js/okta-sign-in.min.js,GET
https://op3static.oktacdn.com/fs/bco/1/fs02by0nmz49GFzAc1d7,GET
https://op3static.oktacdn.com/assets/js/mvc/loginpage/initLoginPage.pack.58de3be0c9b511a0fdfd7ea4f69b56fc.js,GET
https://op3static.oktacdn.com/bc/image/fileStoreRecord,GET
https://op3static.oktacdn.com/assets/js/jquery-1.12.4.2ef93d9aedc4198ec425a799a371292d.js,GET
https://op3static.oktacdn.com/assets/js/vendor/lib/fingerprint2.min.68ab45bd98459cb766f3ab26d086e5f5.js,GET
https://op3static.oktacdn.com/assets/js/vendor/lib/crypto-js.eac8c800a39bc533f58390e6c0eef9bf.js,GET
https://hingehealth-wf.oktapreview.com/idp/idx/cancel,POST
https://hingehealth-wf.oktapreview.com/idp/idx/authenticators/okta-verify/launch,POST
https://op3static.oktacdn.com/assets/js/sdk/okta-signin-widget/7.23.1/img/ui/indicators/loader@1x.gif,GET
https://hingehealth-wf.oktapreview.com/idp/idx/authenticators/poll/cancel,POST
https://hingehealth-wf.oktapreview.com/idp/idx/authenticators/poll,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/pageload/1/8f196f77-93b0-46c8-9e1c-b4dfcf0877db,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/3ae1084c-763f-4fbc-b560-cde2f4ec33e4,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/events/1/4821d5e7-fdc1-495b-ae9c-d863bc6268ac,POST
https://coachh.hingehealth.io/,GET
https://op3static.oktacdn.com/assets/js/sdk/okta-signin-widget/7.23.1/img/ui/indicators/sign-on-widget-spinner.gif,GET
https://incoming.telemetry.mozilla.org/submit/telemetry/3e316ae9-da0a-4192-9a78-d3594e223af5/event/Firefox/130.0.1/release/20240913135723,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/8fda76f1-f246-47b6-a6aa-78251005c503,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/86bde232-254e-4f41-9e48-4f1df0899839,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/a14a68b3-ff25-44b3-800a-fc526218cc79,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/751722a2-04e5-401c-9abc-aeaac1142d59,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/baseline/1/6059c793-88af-475c-b8b5-53c1d7a10fdc,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/89d8cb48-1087-44fa-8f7e-b5213fd0aafc,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/9e0bcabe-837c-41c8-8199-3d9b5bef1583,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/messaging-system/1/1a89dde8-c0d2-4ef1-b915-8c87cac55bf4,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/ee3e8244-9bf1-4ff1-88c5-393ce6c9a1d6,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/78b4683a-5a9f-4395-9c1c-57ef63210a1b,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/top-sites/1/beddb0f5-57e0-469c-a3bc-d83e9ae93941,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/adc0928d-d6ae-4778-830d-f286264fee24,POST
https://incoming.telemetry.mozilla.org/submit/firefox-desktop/newtab/1/63b94bed-7ed3-4c88-898d-607a7e85eb46,POST
https://scheduling.hingehealth.io/,GET
https://scheduling.hingehealth.io/main.dee6ef8e6af00b61161c.bundle.js,GET
https://cdn.cookielaw.org/scripttemplates/otSDKStub.js,GET
https://cdn.cookielaw.org/consent/84abbc5d-a278-4b63-ab38-e742e0aee49d/84abbc5d-a278-4b63-ab38-e742e0aee49d.json,GET
https://sdk.split.io/api/mySegments/default-user-uuid,OPTIONS
https://sdk.split.io/api/mySegments/default-user-uuid,GET
https://cdn.cookielaw.org/scripttemplates/202308.1.0/otBannerSdk.js,GET
https://cdn.cookielaw.org/consent/84abbc5d-a278-4b63-ab38-e742e0aee49d/0190774d-e9b5-74d3-930e-a409c1283055/en.json,GET
https://cdn.cookielaw.org/scripttemplates/202308.1.0/assets/otFlat.json,GET
https://cdn.cookielaw.org/scripttemplates/202308.1.0/assets/v2/otPcCenter.json,GET
https://scheduling.hingehealth.io/auth,GET
https://scheduling-bff.hingehealth.io/graphql,OPTIONS
https://scheduling-bff.hingehealth.io/graphql,POST
https://incoming.telemetry.mozilla.org/submit/telemetry/0dc3a3cd-de18-4f12-bf13-69b85cddf9e3/main/Firefox/130.0.1/release/20240913135723,POST
https://incoming.telemetry.mozilla.org/submit/telemetry/c4409cf3-a1be-48e4-b17e-24dfe441840c/event/Firefox/130.0.1/release/20240913135723,POST
https://firefox-settings-attachments.cdn.mozilla.net/security-state-staging/intermediates/decb5554-88fc-46be-826b-4926d8589e54.pem,GET
https://firefox-settings-attachments.cdn.mozilla.net/security-state-staging/intermediates/ae48d1df-2f58-4314-a29c-a6d2e10f95d4.pem,GET
https://firefox-settings-attachments.cdn.mozilla.net/security-state-staging/intermediates/ee3cff85-a8eb-4a48-bf9c-af151fd2dd4a.pem,GET
https://ocsp2.apple.com/ocsp03-aai2ca02/MEcwRTBDMEEwPzAHBgUrDgMCGgQUVsMGcSiMbxuuySR54R%2FUC%2FYK%2FqAEFPe%2BfCFgkds9G3vYOjKBad%2BebH%2BbAgg53jyaneXjxA%3D%3D,GET
https://ocsp2.apple.com/ocsp04-aaica02/MEcwRTBDMEEwPzAHBgUrDgMCGgQU2q8X5lrqgDhx4VEuwBbAQieNSEkEFDHqdqkjdKXf1P3uoMGmnsYRDhHsAggOGlTcGMw0BA%3D%3D,GET
https://ocsp2.apple.com/ocsp03-applerootcag3/MEcwRTBDMEEwPzAHBgUrDgMCGgQUND35a6IGH844FezAAxfkVFBHMJsEFLuw3qFYM4iapIqZ3r6966%2FayySrAggzDe74v0xoLg%3D%3D,GET
